id,away_losses,away_wins,home_losses,home_wins
400578608,13,7,15,6
400578609,5,16,15,7
400578610,6,15,15,9
400578611,19,2,6,15
400578612,12,8,8,13
400578613,5,17,16,5
400578614,20,4,6,16
400578615,11,10,7,17
400578616,5,16,2,19
400578617,12,10,12,10
400578618,8,13,13,9
400578619,5,17,12,11
400578620,6,17,8,14
400578621,6,16,6,16
400578622,16,9,6,16
400578623,20,5,14,7
400578624,20,2,12,9
400578625,16,7,6,17
400578626,16,6,4,18
400578627,13,10,17,5
400578628,9,13,11,11
400578629,19,4,12,12
400578630,12,11,17,6
400578631,16,7,7,16
400578632,2,20,8,17
400578633,12,10,17,6
400578634,6,18,17,7
400578635,7,16,16,10
400578636,7,16,12,12
400578637,4,19,21,2
400578638,13,10,5,18
400578639,19,5,13,11
400578640,2,21,12,11
400578641,8,15,13,11
400578642,18,6,6,17
400578643,16,8,18,5
400578644,13,12,13,11
400578645,6,18,21,5
400578646,7,17,14,10
400578647,18,6,9,14
400578648,17,8,17,8
400578649,14,8,22,2
400578650,9,15,7,17
400578651,17,10,6,19
400578652,12,13,14,12
400578653,8,17,6,19
400578654,20,5,7,17
400578655,19,5,6,18
400578656,13,12,13,10
400578657,3,21,4,20
400578658,19,6,12,12
400578659,8,18,22,5
400578660,13,12,14,11
400578661,14,13,19,6
400578662,7,18,10,14
400578663,18,10,14,9
400578664,8,19,21,5
400578665,19,7,14,12
400578666,14,10,6,20
400578667,4,21,9,17
400578668,13,13,6,20
400578669,18,8,7,18
400578670,5,19,15,10
400578671,23,5,9,16
400578672,12,13,6,19
400578673,13,14,15,11
400578674,14,12,3,22
400578675,19,8,19,10
400578676,19,7,23,2
400578677,20,5,14,10
400578678,15,10,10,15
400578679,6,21,22,5
400578680,6,19,15,12
400578681,9,17,5,21
400578682,6,21,10,17
400578683,8,18,15,11
400578684,14,13,18,8
400578685,14,14,24,5
400578686,6,22,13,13
400578687,20,8,19,8
400578688,7,19,7,19
400578689,11,17,8,20
400578690,19,8,15,12
400578691,14,14,8,19
400578692,25,5,6,22
400578693,6,21,10,16
400578694,19,8,15,12
400578695,23,5,15,11
400578696,15,10,15,13
400578697,23,3,20,10
400578698,14,15,7,19
400578699,19,9,21,5
400578700,13,14,15,13
400578701,16,12,19,9
400578702,7,22,9,18
400578703,7,22,7,20
400578704,20,9,7,21
400578705,7,20,9,20
400578706,9,19,11,18
400578707,16,12,3,23
400578708,22,5,10,17
400578709,14,14,19,10
400578710,16,10,20,11
400578711,9,19,8,19
400578712,10,19,7,21
400578713,17,12,15,12
400578714,23,4,16,13
400578715,19,10,15,14
400578716,7,23,16,13
400578717,10,20,14,16
400578718,4,23,19,9
400578719,8,20,26,5
400578720,16,14,12,18
400578721,11,17,16,14
400578722,20,9,9,20
400578723,5,23,10,20
400578724,15,13,17,10
400578725,11,18,21,11
400578726,15,15,8,21
400578727,20,10,23,6
400578728,7,21,8,21
400578729,13,18,14,15
400578730,20,10,16,15
400578731,21,9,10,21
400578732,23,5,17,13
400578733,24,4,7,24
400578734,14,17,17,12
400578735,7,23,11,20
400578736,21,12,21,10
400578737,18,10,8,21
400578738,8,22,17,14
400578739,15,15,9,21
400578740,20,11,16,13
400578741,8,22,16,15
400578742,25,4,20,10
400578743,27,5,17,13
400578744,24,5,5,24
400578745,23,7,12,18
400578746,8,21,13,19
400578747,17,15,10,22
400578748,28,5,7,25
400578749,7,24,18,13
400578750,14,18,22,9
400578751,16,16,22,10
400578752,9,22,21,11
400578753,18,13,16,14
400578754,21,13,18,14
400578755,8,22,9,21
400578756,21,10,11,21
400578757,23,8,22,13
400578758,13,18,8,23
400578759,16,15,10,22
400578760,14,19,8,23
400578761,15,18,15,16
400578762,9,22,10,23
400578763,22,10,19,13
400578764,25,5,21,11
400578765,8,24,7,26
400578766,26,4,5,25
400578767,19,13,18,11
400578768,19,14,21,12
400578769,29,5,11,22
400578770,23,10,9,22
400578771,16,17,14,18
400578772,16,18,17,16
400578773,16,16,14,20
400578774,20,13,10,23
400578775,19,14,26,5
400578776,14,19,24,10
400578777,16,16,23,13
400578778,10,24,19,11
400578779,23,9,30,5
400578780,10,22,16,17
400578781,10,22,17,17
400578782,21,13,17,17
400578783,27,4,16,19
400578784,8,24,22,11
400578785,9,24,5,26
400578786,8,24,23,10
400578787,24,11,24,13
400578788,20,11,10,24
400578789,20,14,10,23
400578790,22,12,27,5
400578791,11,22,14,21
400578792,9,24,20,14
400578793,8,25,8,26
400578794,28,4,11,23
400578795,10,25,15,19
400578796,20,14,23,10
400578797,17,16,20,15
400578798,17,18,31,5
400578799,10,24,16,20
400578800,22,13,23,11
400578801,16,19,28,5
400578802,24,12,21,11
400578803,10,26,18,16
400578804,11,23,10,25
400578805,32,5,9,25
400578806,20,15,28,5
400578807,11,23,17,17
400578808,22,14,23,12
400578809,24,11,8,27
400578810,18,17,5,27
400578811,8,26,12,23
400578812,16,21,18,18
400578813,23,11,15,21
400578814,18,17,24,13
400578815,11,24,17,19
400578816,18,19,29,5
400578817,33,5,11,24
400578818,10,25,8,27
400578819,21,12,19,16
400578820,23,13,11,25
400578821,23,12,11,26
400578822,25,13,20,16
400578823,16,22,29,5
400578824,19,17,20,15
400578825,23,14,5,28
400578826,25,11,12,24
400578827,24,14,11,24
400578828,11,25,34,5
400578829,21,15,8,28
400578830,22,12,23,15
400578831,29,6,20,16
400578832,8,28,24,12
400578833,11,25,18,18
400578834,24,13,19,18
400578835,12,25,11,25
400578836,30,5,18,20
400578837,17,22,15,22
400578838,20,17,21,15
400578839,18,19,5,29
400578840,26,13,25,12
400578841,24,15,35,5
400578842,12,26,12,25
400578843,21,16,24,13
400578844,24,15,29,7
400578845,23,12,11,25
400578846,19,20,12,26
400578847,25,13,11,26
400578848,15,23,31,5
400578849,27,13,8,29
400578850,12,25,8,29
400578851,21,16,13,25
400578852,18,22,11,26
400578853,19,19,21,16
400578854,8,30,26,12
400578855,19,18,23,13
400578856,11,27,22,16
400578857,24,14,12,25
400578858,27,14,13,26
400578859,31,6,25,15
400578860,8,30,30,7
400578861,16,23,12,26
400578862,20,19,18,23
400578863,5,30,26,13
400578864,12,27,22,16
400578865,21,17,27,12
400578866,16,24,25,15
400578867,12,27,27,15
400578868,11,27,23,16
400578869,19,19,25,14
400578870,31,7,12,26
400578871,12,27,14,26
400578872,8,31,24,13
400578873,13,27,20,18
400578874,22,17,5,31
400578875,13,26,9,30
400578876,20,18,12,28
400578877,36,5,19,21
400578878,20,20,28,12
400578879,25,15,26,15
400578880,11,28,28,15
400578881,20,19,31,8
400578882,23,17,13,27
400578883,14,27,25,13
400578884,8,32,13,26
400578885,6,31,20,19
400578886,21,18,13,28
400578887,10,30,16,25
400578888,32,6,18,24
400578889,29,12,26,14
400578890,22,18,23,16
400578891,20,21,14,26
400578892,27,15,25,16
400578893,32,8,25,16
400578894,8,33,15,27
400578895,6,32,13,28
400578896,11,30,11,29
400578897,13,28,24,17
400578898,32,7,22,18
400578899,14,27,24,16
400578900,20,20,14,26
400578901,20,20,29,15
400578902,27,14,16,26
400578903,33,7,25,17
400578904,33,8,13,29
400578905,26,16,8,34
400578906,26,13,14,28
400578907,23,18,6,33
400578908,13,29,12,29
400578909,28,15,13,29
400578910,21,20,36,6
400578911,14,27,20,21
400578912,16,27,20,22
400578913,25,16,11,31
400578914,30,12,18,25
400578915,20,21,23,18
400578916,16,27,24,18
400578917,24,18,25,18
400578918,28,14,20,23
400578919,36,7,34,8
400578920,29,15,8,35
400578921,30,15,26,17
400578922,15,27,12,30
400578923,13,30,34,7
400578924,31,12,21,21
400578925,20,22,14,29
400578926,12,31,18,26
400578927,24,18,26,16
400578928,14,29,6,34
400578929,17,27,16,28
400578930,28,15,21,21
400578931,26,14,13,31
400578932,25,18,14,29
400578933,15,28,35,8
400578934,21,22,8,36
400578935,26,18,20,24
400578936,30,15,24,19
400578937,31,15,36,8
400578938,16,29,14,30
400578939,21,22,35,7
400578940,32,12,17,28
400578941,26,15,25,18
400578942,14,30,19,26
400578943,27,16,6,35
400578944,37,8,26,19
400578945,27,17,21,22
400578946,36,8,12,31
400578947,26,18,28,16
400578948,15,29,13,32
400578949,24,20,17,29
400578950,22,22,20,25
400578951,14,30,20,26
400578952,15,30,21,23
400578953,36,7,8,37
400578954,30,16,32,15
400578955,22,22,17,29
400578956,28,17,15,29
400578957,27,15,6,36
400578958,15,30,26,18
400578959,14,31,33,12
400578962,33,15,12,32
400578963,37,8,21,24
400578964,37,7,22,23
400578965,27,16,29,16
400578966,27,18,14,31
400578967,15,30,31,16
400578968,20,26,29,17
400578969,22,23,25,20
400578970,12,33,16,30
400578971,17,30,7,36
400578972,15,31,34,12
400578973,14,32,20,27
400578974,30,17,37,9
400578975,27,18,8,38
400578976,28,16,15,31
400578977,17,30,14,32
400578978,28,16,37,8
400578979,27,19,22,24
400578980,23,23,37,9
400578981,27,19,17,30
400578982,14,32,30,16
400578983,16,31,20,27
400578984,22,24,34,15
400578985,28,19,12,34
400578986,38,9,31,17
400578987,18,30,34,13
400578988,38,8,37,10
400578989,15,32,8,39
400578990,14,33,29,16
400578991,15,32,28,18
400578992,29,16,20,28
400578993,15,32,22,25
400578994,17,31,26,20
400578995,8,36,30,17
400578996,19,30,20,28
400578997,29,17,32,17
400578998,17,32,35,15
400578999,15,33,17,31
400579000,38,10,8,40
400579001,15,33,30,18
400579002,24,23,12,35
400579003,20,29,39,8
400579004,16,32,22,25
400579005,27,20,29,19
400579006,15,33,18,30
400579007,21,28,8,37
400579008,26,21,30,16
400579009,35,13,38,10
400579010,39,10,20,30
400579011,27,21,18,31
400579012,16,33,28,19
400579013,22,26,16,33
400579014,9,40,22,26
400579015,36,15,24,24
400579016,40,8,17,33
400579017,12,36,22,28
400579018,30,19,39,11
400579019,27,21,30,19
400579020,30,17,39,10
400579021,31,17,16,33
400579022,8,38,30,17
400579023,31,19,32,18
400579024,19,31,9,41
400579025,31,19,30,18
400579026,28,20,17,33
400579027,20,30,15,34
400579028,36,13,22,27
400579029,28,21,40,9
400579030,24,25,23,26
400579031,37,15,18,31
400579032,12,37,32,17
400579033,18,33,8,39
400579034,20,31,27,22
400579035,17,33,20,31
400579036,18,34,31,17
400579037,23,28,16,34
400579038,40,10,28,21
400579039,21,31,32,19
400579040,37,13,37,16
400579041,9,39,9,42
400579042,40,11,30,19
400579043,32,19,31,20
400579044,18,33,17,34
400579045,23,27,15,35
400579046,13,37,40,10
400579047,23,27,25,25
400579048,33,17,23,29
400579049,29,21,18,32
400579050,20,31,24,27
400579051,29,21,20,32
400579052,9,40,41,10
400579053,28,22,40,12
400579054,17,34,18,35
400579055,31,19,23,28
400579056,32,17,33,18
400579057,19,33,25,26
400579058,38,13,21,32
400579059,10,42,13,38
400579060,32,20,29,22
400579061,40,11,32,20
400579062,20,32,38,16
400579063,17,35,16,35
400579064,19,32,17,35
400579065,24,29,32,18
400579066,19,33,33,20
400579067,9,41,41,12
400579068,39,16,20,33
400579069,42,10,29,22
400579070,30,21,23,29
400579071,10,43,41,11
400579072,33,19,25,27
400579073,19,34,19,35
400579074,25,27,33,19
400579075,32,21,30,22
400579076,16,36,25,29
400579077,33,18,20,33
400579078,31,21,13,39
400579079,33,20,39,13
400579080,43,10,39,17
400579081,11,43,31,20
400579082,19,34,33,21
400579083,21,33,17,36
400579084,34,18,23,30
400579085,9,42,42,11
400579086,33,21,26,27
400579087,14,39,25,28
400579088,30,22,21,33
400579089,34,19,19,36
400579090,40,13,17,36
400579091,17,36,19,35
400579092,22,33,20,34
400579093,20,36,25,29
400579094,20,34,19,36
400579095,27,27,39,18
400579096,33,22,42,12
400579097,17,37,12,43
400579098,21,34,33,22
400579099,30,23,44,10
400579100,26,29,42,12
400579101,22,34,22,33
400579102,18,36,20,37
400579103,34,20,23,31
400579104,18,36,34,20
400579105,32,20,34,19
400579106,21,34,9,43
400579107,31,22,41,13
400579108,25,30,31,22
400579109,27,28,31,23
400579110,27,29,21,35
400579111,18,37,18,37
400579112,35,19,19,37
400579113,22,35,45,10
400579114,12,44,24,31
400579115,23,33,33,23
400579116,10,43,33,23
400579117,43,12,39,19
400579118,35,20,25,31
400579119,32,22,20,38
400579120,14,40,19,36
400579121,33,20,41,14
400579122,44,12,31,24
400579123,25,31,21,36
400579124,43,12,18,38
400579125,19,37,27,29
400579126,31,23,36,20
400579127,33,21,28,29
400579128,22,34,34,21
400579129,14,41,20,37
400579130,10,44,24,33
400579131,22,36,34,23
400579132,34,23,25,32
400579133,20,37,20,39
400579134,31,25,40,19
400579135,21,39,12,45
400579136,46,10,33,22
400579137,32,23,22,36
400579138,21,37,18,39
400579139,45,12,25,32
400579140,25,33,43,13
400579141,32,23,27,30
400579142,28,30,37,20
400579143,41,15,35,21
400579144,15,41,35,20
400579145,23,34,19,37
400579146,11,44,22,37
400579147,26,32,28,31
400579148,23,37,34,24
400579149,26,33,45,13
400579150,41,19,12,46
400579151,33,23,33,23
400579152,46,11,35,23
400579153,11,45,21,37
400579154,44,13,22,37
400579155,33,23,18,40
400579156,21,38,16,41
400579157,32,25,27,31
400579158,35,22,38,20
400579159,23,35,36,20
400579160,26,32,41,16
400579161,27,32,19,38
400579162,36,23,26,34
400579163,12,47,33,25
400579164,22,37,46,12
400579165,16,42,45,13
400579166,33,24,22,39
400579167,23,36,29,31
400579168,27,32,35,23
400579169,21,39,23,37
400579170,27,33,42,16
400579171,19,39,37,20
400579172,11,46,34,23
400579173,46,13,34,25
400579174,33,24,42,19
400579175,24,37,18,41
400579176,27,32,39,20
400579177,22,38,47,13
400579178,12,46,33,25
400579179,30,31,33,26
400579180,21,40,46,13
400579181,28,32,22,40
400579182,43,16,33,25
400579183,35,23,24,38
400579184,19,41,12,48
400579185,27,34,23,38
400579186,35,24,17,42
400579187,28,32,39,21
400579188,48,12,34,26
400579189,30,32,43,19
400579190,36,24,35,24
400579191,33,26,34,25
400579192,24,39,23,38
400579193,17,43,20,41
400579194,39,22,47,13
400579195,37,23,28,33
400579196,48,13,27,34
400579197,44,16,33,27
400579198,38,21,23,37
400579199,29,32,12,47
400579200,19,40,22,40
400579201,28,34,23,39
400579202,23,40,19,41
400579203,24,38,33,27
400579204,24,39,34,27
400579205,39,21,43,20
400579206,36,25,49,13
400579207,25,39,12,49
400579208,30,33,35,25
400579209,38,23,20,42
400579210,45,16,17,44
400579211,35,25,29,33
400579212,34,27,27,35
400579213,40,22,23,38
400579214,24,40,12,48
400579215,18,44,29,34
400579216,31,33,25,40
400579217,40,21,34,28
400579218,34,28,49,12
400579219,13,49,49,14
400579220,20,41,47,14
400579221,28,35,29,33
400579222,20,43,41,22
400579223,25,39,23,39
400579224,23,40,12,49
400579225,36,26,36,25
400579226,33,28,39,23
400579227,36,25,43,21
400579228,25,38,28,35
400579229,24,41,46,16
400579230,28,36,34,28
400579231,41,21,13,50
400579232,36,26,35,28
400579233,18,45,26,39
400579234,29,35,30,33
400579235,50,12,41,23
400579236,12,50,32,33
400579237,48,14,23,41
400579238,44,21,34,29
400579239,29,36,37,25
400579240,25,41,25,41
400579241,26,38,23,40
400579242,51,12,36,27
400579243,40,23,46,17
400579244,41,22,35,28
400579245,26,40,50,14
400579246,19,45,36,27
400579247,38,25,35,29
400579248,45,21,30,34
400579249,23,42,29,35
400579250,14,50,41,24
400579251,49,14,32,34
400579252,41,23,12,51
400579253,21,43,20,42
400579254,31,34,34,30
400579255,20,45,28,37
400579256,25,42,24,40
400579257,22,43,36,28
400579258,51,13,47,17
400579259,27,40,35,29
400579260,42,22,50,15
400579261,46,21,36,28
400579262,36,29,26,39
400579263,50,14,29,36
400579264,24,42,25,42
400579265,13,51,41,25
400579266,14,51,33,34
400579267,42,23,20,43
400579268,36,29,35,30
400579269,43,22,28,38
400579270,38,26,51,15
400579271,32,34,20,46
400579272,43,23,36,29
400579273,52,13,13,52
400579274,28,40,29,37
400579275,22,44,25,42
400579276,41,26,30,36
400579277,25,43,47,21
400579278,51,14,24,41
400579279,20,44,27,39
400579280,53,13,33,35
400579281,14,52,48,17
400579282,27,40,36,30
400579283,21,44,28,39
400579284,52,15,36,30
400579285,42,26,20,47
400579286,38,27,52,14
400579287,26,43,36,30
400579288,30,37,25,43
400579289,36,29,36,30
400579290,14,53,44,22
400579291,49,17,13,53
400579292,21,47,43,24
400579293,25,41,53,14
400579294,48,21,22,45
400579295,33,34,30,37
400579296,37,29,25,43
400579297,39,27,26,44
400579298,44,24,52,16
400579299,22,44,36,31
400579300,53,14,27,41
400579301,37,30,28,41
400579302,25,42,34,34
400579303,37,30,30,38
400579304,49,21,25,44
400579305,25,44,45,22
400579306,15,53,13,54
400579307,28,40,37,30
400579308,53,15,54,14
400579309,43,26,22,46
400579310,31,37,33,36
400579311,37,31,50,17
400579312,23,44,49,22
400579313,55,14,52,17
400579314,35,34,39,28
400579315,38,30,26,45
400579316,44,26,36,32
400579317,28,41,28,42
400579318,16,53,30,39
400579319,21,48,26,44
400579320,38,30,25,43
400579321,38,29,45,23
400579322,32,37,13,55
400579323,29,40,25,45
400579324,39,29,39,30
400579325,29,42,44,25
400579326,33,37,23,46
400579327,24,44,21,49
400579328,38,31,13,56
400579329,26,46,36,34
400579330,37,32,30,40
400579331,25,44,17,53
400579332,33,37,25,46
400579333,56,14,28,42
400579334,30,40,45,24
400579335,44,26,39,30
400579336,44,27,50,22
400579337,38,30,54,15
400579338,27,44,33,38
400579339,53,17,50,18
400579340,23,47,40,30
400579341,39,31,40,29
400579342,21,50,57,14
400579343,39,30,29,43
400579344,54,16,39,31
400579345,31,40,13,57
400579346,29,42,44,27
400579347,38,32,36,35
400579348,51,18,30,41
400579349,26,44,27,45
400579350,54,17,45,25
400579351,13,58,25,44
400579352,40,30,40,30
400579353,25,47,58,14
400579354,17,54,51,22
400579355,40,31,32,40
400579356,38,33,40,31
400579357,29,44,30,42
400579358,26,47,22,50
400579359,51,19,55,16
400579360,23,48,34,37
400579361,54,18,45,27
400579362,25,45,40,31
400579363,31,41,26,45
400579364,45,26,34,38
400579365,41,31,36,36
400579366,44,28,52,22
400579367,25,48,55,18
400579368,41,30,32,41
400579369,39,33,17,55
400579370,27,47,40,31
400579371,40,32,59,14
400579372,52,19,30,43
400579373,56,16,23,49
400579374,13,59,23,50
400579375,46,26,34,38
400579376,28,45,26,46
400579377,41,31,45,28
400579378,25,46,35,38
400579379,18,55,41,31
400579380,60,14,29,45
400579381,13,60,37,36
400579382,32,41,41,32
400579383,46,28,25,47
400579384,56,18,27,48
400579385,53,19,40,32
400579386,57,16,34,39
400579387,25,49,41,32
400579388,45,28,39,34
400579389,23,50,33,41
400579390,24,50,26,47
400579391,29,45,41,32
400579392,32,42,36,38
400579393,41,33,42,31
400579394,53,20,57,18
400579395,38,36,18,56
400579396,24,50,30,44
400579397,47,26,24,51
400579398,41,33,58,16
400579399,37,38,25,48
400579400,42,32,40,33
400579401,19,56,45,29
400579402,26,48,40,34
400579403,13,61,26,49
400579404,46,29,42,32
400579405,26,49,53,22
400579406,58,18,33,42
400579407,43,32,41,34
400579408,40,34,61,14
400579409,48,26,24,51
400579410,30,45,38,37
400579411,30,45,59,16
400579412,29,46,33,42
400579413,47,28,41,34
400579414,26,50,26,48
400579415,34,40,54,20
400579416,41,34,27,49
400579417,24,52,30,46
400579418,38,38,13,62
400579419,43,32,43,33
400579420,62,14,33,43
400579421,38,38,42,34
400579422,31,45,40,35
400579423,47,29,30,46
400579424,34,42,24,52
400579425,53,23,60,16
400579426,48,28,26,50
400579427,34,41,49,26
400579428,26,49,55,20
400579429,59,18,43,33
400579430,41,35,19,57
400579431,42,34,47,30
400579432,42,35,32,45
400579433,33,44,25,52
400579434,13,63,31,46
400579435,53,24,39,38
400579436,26,51,49,28
400579437,42,34,38,39
400579438,35,41,26,50
400579439,24,53,35,42
400579440,31,46,27,50
400579441,43,34,43,34
400579442,14,63,26,51
400579443,60,18,62,15
400579444,42,35,50,26
400579445,26,52,56,20
400579446,39,39,19,58
400579447,44,33,43,35
400579448,15,63,35,42
400579449,26,52,36,42
400579450,61,16,50,27
400579451,57,20,26,53
400579452,32,46,45,33
400579453,32,46,53,25
400579454,33,45,61,18
400579455,19,59,42,36
400579456,42,36,48,30
