id,date,home_team,visit_team,home_team_score,visit_team_score,away_losses,away_wins,home_losses,home_wins
400489467,2014-01-18,IND,LAC,106,92,14,28,7,32
400489488,2014-01-20,GS,IND,94,102,7,33,17,26
400489502,2014-01-22,PHX,IND,124,100,8,33,17,24
400489517,2014-01-24,SAC,IND,111,116,8,34,27,15
400489547,2014-01-28,LAL,IND,92,104,9,35,30,16
400489559,2014-01-30,IND,PHX,94,102,18,28,10,35
400489570,2014-02-01,IND,BKN,97,96,25,20,10,36
400489720,2014-02-25,IND,LAL,118,98,38,19,13,43
400489750,2014-03-01,BOS,IND,97,102,13,45,40,20
400489772,2014-03-04,IND,GS,96,98,24,37,14,46
400489823,2014-03-11,IND,BOS,94,83,42,22,17,47
400489846,2014-03-14,PHI,IND,94,101,17,48,50,15
400489857,2014-03-15,DET,IND,104,112,17,49,41,25
400489870,2014-03-17,IND,PHI,99,90,52,15,17,50
400489886,2014-03-19,NY,IND,92,86,18,50,40,28
400489895,2014-03-21,IND,CHI,91,79,31,38,18,51
400489923,2014-03-24,CHI,IND,89,77,20,51,31,40
400489967,2014-03-30,CLE,IND,90,76,22,52,45,30
400489987,2014-04-02,IND,DET,101,94,48,27,23,53
400490004,2014-04-04,TOR,IND,102,94,24,53,32,44
400488881,2013-10-30,NY,MIL,90,83,1,0,0,1
400488897,2013-11-01,BOS,MIL,98,105,1,1,2,0
400488910,2013-11-02,MIL,TOR,90,97,1,2,2,1
400488939,2013-11-06,MIL,CLE,109,104,3,2,2,2
400488998,2013-11-15,IND,MIL,104,77,6,2,0,9
400489050,2013-11-22,PHI,MIL,115,107,9,2,8,6
400489077,2013-11-25,DET,MIL,113,94,11,2,8,6
400489120,2013-11-30,MIL,BOS,92,85,12,7,13,3
400489135,2013-12-03,BOS,MIL,108,100,14,3,12,8
400489145,2013-12-04,MIL,DET,98,105,10,9,15,3
400489168,2013-12-07,MIL,BKN,82,90,14,6,16,4
400489189,2013-12-10,CHI,MIL,74,78,16,5,11,8
400489210,2013-12-13,MIL,CHI,90,91,12,9,18,5
400489248,2013-12-18,MIL,NY,101,107,17,8,20,5
400489258,2013-12-20,CLE,MIL,114,111,21,5,15,10
400489271,2013-12-21,MIL,PHI,116,106,20,8,21,6
400489302,2013-12-27,BKN,MIL,104,93,23,6,19,10
400489340,2013-12-31,LAL,MIL,79,94,24,7,19,13
400489368,2014-01-04,PHX,MIL,116,100,26,7,12,20
400489388,2014-01-07,MIL,GS,80,101,13,24,27,7
400489411,2014-01-10,MIL,CHI,72,81,18,16,28,7
400489428,2014-01-13,TOR,MIL,116,94,30,7,17,19
400489501,2014-01-22,MIL,DET,104,101,25,17,33,8
400489511,2014-01-24,CLE,MIL,93,78,34,8,27,16
400489538,2014-01-27,MIL,LAC,86,114,15,32,36,8
400489552,2014-01-29,MIL,PHX,117,126,18,27,37,8
400489587,2014-02-03,MIL,NY,101,98,29,19,39,9
400489640,2014-02-10,MIL,BOS,86,102,34,19,42,9
400489702,2014-02-22,MIL,IND,100,110,13,42,45,10
400489714,2014-02-24,PHI,MIL,110,130,45,11,42,15
400489736,2014-02-27,IND,MIL,101,96,46,11,13,44
400489751,2014-03-01,MIL,BKN,98,107,29,28,47,11
400489783,2014-03-05,MIL,SAC,102,116,39,22,48,12
400489854,2014-03-15,NY,MIL,115,94,53,13,40,27
400489894,2014-03-20,GS,MIL,115,110,56,13,26,44
400489916,2014-03-23,SAC,MIL,124,107,57,13,45,25
400489929,2014-03-24,LAC,MIL,106,98,58,13,21,50
400489946,2014-03-27,MIL,LAL,108,105,47,24,58,14
400489977,2014-03-31,DET,MIL,116,111,60,14,47,27
400490010,2014-04-04,CHI,MIL,102,90,62,14,32,44
400490021,2014-04-05,MIL,TOR,98,102,32,45,63,14
400490041,2014-04-09,MIL,IND,102,104,25,54,64,14
400490058,2014-04-11,MIL,CLE,119,116,48,32,64,15
400490078,2014-04-14,TOR,MIL,110,100,66,15,33,48
400488929,2013-11-05,DAL,LAL,123,104,3,2,1,3
400488965,2013-11-09,MIL,DAL,83,91,3,4,3,2
400489026,2013-11-18,DAL,PHI,97,94,7,5,4,7
400489098,2013-11-27,DAL,GS,103,99,7,9,6,10
400489182,2013-12-09,SAC,DAL,112,97,9,13,13,6
400489199,2013-12-11,GS,DAL,95,93,10,13,10,13
400489221,2013-12-14,DAL,MIL,106,93,19,5,10,14
400489262,2013-12-20,DAL,TOR,108,109,14,10,11,15
400489273,2013-12-21,PHX,DAL,123,108,12,15,10,16
400489314,2013-12-28,CHI,DAL,83,105,13,17,17,11
400489359,2014-01-03,DAL,LAC,112,119,12,23,14,19
400489376,2014-01-05,DAL,NY,80,92,22,11,15,19
400489389,2014-01-07,DAL,LAL,110,97,21,14,15,20
400489450,2014-01-15,LAC,DAL,129,127,17,23,13,27
400489464,2014-01-17,PHX,DAL,107,110,17,24,17,22
400489479,2014-01-20,CLE,DAL,97,102,18,25,26,15
400489497,2014-01-22,TOR,DAL,93,85,19,25,20,21
400489510,2014-01-24,BKN,DAL,107,106,20,25,22,19
400489532,2014-01-26,DAL,DET,116,106,27,17,20,26
400489566,2014-01-31,DAL,SAC,107,103,31,15,21,27
400489590,2014-02-03,DAL,CLE,124,107,32,16,21,28
400489631,2014-02-09,BOS,DAL,91,102,21,31,34,18
400489650,2014-02-12,IND,DAL,73,81,22,32,12,40
400489690,2014-02-21,PHI,DAL,112,124,23,33,41,15
400489701,2014-02-22,DET,DAL,102,113,23,34,33,23
400489716,2014-02-24,NY,DAL,108,110,23,35,36,21
400489743,2014-02-28,DAL,CHI,91,100,26,32,24,36
400489814,2014-03-09,DAL,IND,105,94,17,46,26,38
400489829,2014-03-11,GS,DAL,108,85,27,38,24,41
400489874,2014-03-17,DAL,BOS,94,89,46,22,27,41
400489917,2014-03-23,DAL,BKN,104,107,31,37,29,42
400489947,2014-03-27,DAL,LAC,103,109,22,51,30,43
400489963,2014-03-29,DAL,SAC,103,100,48,25,30,44
400489985,2014-04-01,DAL,GS,120,122,28,46,31,44
400490001,2014-04-03,LAC,DAL,107,113,31,45,23,54
400490015,2014-04-04,LAL,DAL,95,107,31,46,51,25
400490024,2014-04-06,SAC,DAL,91,93,31,47,50,27
400490068,2014-04-12,DAL,PHX,101,98,33,47,32,49
400488898,2013-11-01,HOU,DAL,113,105,1,1,0,2
400488923,2013-11-04,LAC,HOU,137,118,1,3,1,3
400488945,2013-11-07,HOU,LAL,98,99,3,3,2,4
400488963,2013-11-09,HOU,LAC,94,107,3,4,3,4
400488976,2013-11-11,HOU,TOR,110,104,5,3,3,5
400488985,2013-11-13,PHI,HOU,123,117,4,5,4,5
400488996,2013-11-14,NY,HOU,106,109,4,6,5,3
400489032,2013-11-19,HOU,BOS,109,85,8,4,4,8
400489045,2013-11-20,DAL,HOU,123,120,5,8,4,8
400489107,2013-11-29,HOU,BKN,114,95,12,4,5,12
400489144,2013-12-04,HOU,PHX,88,97,9,10,7,13
400489158,2013-12-06,HOU,GS,105,83,9,11,7,14
400489214,2013-12-13,GS,HOU,112,116,8,16,11,13
400489223,2013-12-15,SAC,HOU,106,91,9,16,15,7
400489252,2013-12-18,HOU,CHI,109,94,15,9,9,17
400489261,2013-12-20,IND,HOU,114,81,10,17,5,21
400489269,2013-12-21,DET,HOU,97,114,10,18,16,13
400489285,2013-12-23,HOU,DAL,104,111,12,16,11,18
400489337,2013-12-31,HOU,SAC,106,110,20,10,13,21
400489358,2014-01-03,HOU,NY,102,100,22,10,13,22
400489399,2014-01-08,HOU,LAL,113,99,22,14,13,23
400489429,2014-01-13,BOS,HOU,92,104,14,25,26,13
400489470,2014-01-18,HOU,MIL,114,104,32,7,15,27
400489500,2014-01-22,HOU,SAC,119,98,26,15,15,29
400489554,2014-01-29,DAL,HOU,115,117,17,31,21,26
400489574,2014-02-01,HOU,CLE,106,92,31,16,17,32
400489602,2014-02-05,HOU,PHX,122,108,20,29,17,33
400489626,2014-02-08,MIL,HOU,95,101,17,34,41,9
400489684,2014-02-19,LAL,HOU,108,134,17,37,36,18
400489687,2014-02-20,GS,HOU,102,99,18,37,22,33
400489711,2014-02-23,PHX,HOU,112,115,18,38,22,33
400489725,2014-02-25,SAC,HOU,103,129,18,39,37,20
400489735,2014-02-26,LAC,HOU,101,93,19,39,20,40
400489749,2014-03-01,HOU,DET,118,110,36,23,19,40
400489799,2014-03-07,HOU,IND,112,86,16,46,19,43
400489841,2014-03-13,CHI,HOU,111,87,21,44,29,36
400489906,2014-03-22,CLE,HOU,111,118,22,47,44,26
400489945,2014-03-27,HOU,PHI,120,98,57,15,22,49
400489961,2014-03-29,HOU,LAC,107,118,22,52,23,49
400489984,2014-04-01,BKN,HOU,105,96,24,49,33,40
400489991,2014-04-02,TOR,HOU,107,103,25,49,32,43
400490034,2014-04-08,LAL,HOU,130,145,25,52,53,25
400488899,2013-11-01,MEM,DET,111,108,1,1,1,1
400488909,2013-11-02,DAL,MEM,111,99,2,1,1,2
400488922,2013-11-04,MEM,BOS,95,88,4,0,2,2
400488964,2013-11-09,MEM,GS,108,90,3,4,3,3
400488972,2013-11-11,IND,MEM,95,79,4,3,0,8
400488987,2013-11-13,MEM,TOR,87,103,5,4,5,3
400489007,2013-11-15,LAL,MEM,86,89,5,4,7,4
400489021,2013-11-17,SAC,MEM,86,97,5,5,7,2
400489028,2013-11-18,LAC,MEM,102,106,5,6,4,7
400489046,2013-11-20,GS,MEM,81,88,5,7,4,8
400489079,2013-11-25,MEM,HOU,86,93,5,10,7,7
400489090,2013-11-27,BOS,MEM,93,100,7,8,11,6
400489116,2013-11-30,MEM,BKN,88,97,12,5,8,8
400489138,2013-12-03,MEM,PHX,110,91,9,9,8,9
400489151,2013-12-05,MEM,LAC,81,101,7,13,9,9
400489166,2013-12-07,MEM,GS,82,108,9,12,10,9
400489239,2013-12-17,MEM,LAL,92,96,13,12,14,10
400489250,2013-12-18,DAL,MEM,105,91,15,10,10,15
400489265,2013-12-21,NY,MEM,87,95,15,11,18,8
400489297,2013-12-26,HOU,MEM,100,92,16,12,11,20
400489327,2013-12-30,MEM,CHI,91,95,17,12,17,13
400489351,2014-01-02,PHX,MEM,91,99,17,14,12,19
400489371,2014-01-05,DET,MEM,84,112,18,15,20,14
400489407,2014-01-10,MEM,PHX,104,99,14,21,19,16
400489443,2014-01-15,MIL,MEM,77,82,19,19,31,7
400489461,2014-01-17,MEM,SAC,91,90,24,14,19,20
400489515,2014-01-24,HOU,MEM,87,88,20,21,16,29
400489522,2014-01-25,MEM,HOU,99,81,17,29,20,22
400489557,2014-01-29,SAC,MEM,89,99,20,24,30,15
400489575,2014-02-01,MEM,MIL,99,90,39,8,20,26
400489603,2014-02-05,MEM,DAL,96,110,21,29,22,26
400489633,2014-02-09,CLE,MEM,91,83,23,27,33,18
400489669,2014-02-18,MEM,NY,98,93,33,20,23,30
400489694,2014-02-21,MEM,LAC,102,96,20,37,23,31
400489730,2014-02-26,MEM,LAL,108,103,39,19,24,32
400489752,2014-03-01,MEM,CLE,110,96,37,24,25,33
400489781,2014-03-05,BKN,MEM,103,94,26,34,29,30
400489790,2014-03-07,CHI,MEM,77,85,26,35,28,34
400489847,2014-03-14,TOR,MEM,99,86,27,38,27,37
400489858,2014-03-15,PHI,MEM,77,103,27,39,51,15
400489908,2014-03-22,MEM,IND,82,71,19,51,28,41
400489959,2014-03-28,GS,MEM,100,93,29,43,27,45
400490055,2014-04-11,MEM,PHI,117,95,62,17,32,47
400490076,2014-04-13,LAL,MEM,90,102,32,48,55,25
400490085,2014-04-14,PHX,MEM,91,97,32,49,34,47
400490089,2014-04-16,MEM,DAL,106,105,33,49,32,50
400488884,2013-10-30,NO,IND,90,95,0,2,1,0
400488928,2013-11-05,NO,PHX,98,104,1,3,3,1
400488938,2013-11-06,MEM,NO,84,99,3,2,3,2
400488954,2013-11-08,NO,LAL,96,85,4,3,3,3
400488969,2013-11-10,PHX,NO,101,94,4,3,2,5
400488983,2013-11-12,LAL,NO,116,95,5,3,5,4
400489016,2013-11-16,NO,PHI,135,98,6,5,6,4
400489056,2013-11-22,NO,CLE,104,100,9,4,6,6
400489087,2013-11-26,NO,GS,101,102,6,9,8,6
400489110,2013-11-29,PHI,NO,105,121,8,7,11,6
400489127,2013-12-01,NY,NO,99,103,8,8,13,3
400489130,2013-12-02,CHI,NO,128,131,8,9,9,7
400489146,2013-12-04,NO,DAL,97,100,8,12,9,9
400489196,2013-12-11,NO,DET,111,106,13,10,10,10
400489208,2013-12-13,NO,MEM,104,98,12,10,10,11
400489241,2013-12-17,GS,NO,104,93,12,11,12,14
400489253,2013-12-18,LAC,NO,108,95,13,11,9,18
400489290,2013-12-23,SAC,NO,100,113,14,12,19,8
400489315,2013-12-28,HOU,NO,107,98,15,13,11,21
